# line1
# line2
# line3
# t,y1,y2
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000021e-02,6.279051952931337388e-02,9.921147013144778759e-01
2.000000000000000042e-02,1.253332335643042583e-01,9.685831611286310761e-01
2.999999999999999889e-02,1.873813145857246010e-01,9.297764858882514583e-01
4.000000000000000083e-02,2.486898871648547948e-01,8.763066800438635839e-01
5.000000000000000278e-02,3.090169943749473958e-01,8.090169943749474513e-01
5.999999999999999778e-02,3.681245526846779192e-01,7.289686274214115524e-01
7.000000000000000666e-02,4.257792915650727150e-01,6.374239897486896345e-01
8.000000000000000167e-02,4.817536741017153235e-01,5.358267949789965456e-01
8.999999999999999667e-02,5.358267949789966567e-01,4.257792915650726595e-01
1.000000000000000056e-01,5.877852522924731371e-01,3.090169943749474513e-01
1.100000000000000006e-01,6.374239897486896345e-01,1.873813145857247398e-01
1.199999999999999956e-01,6.845471059286886151e-01,6.279051952931352654e-02
1.300000000000000044e-01,7.289686274214115524e-01,-6.279051952931340164e-02
1.400000000000000133e-01,7.705132427757892533e-01,-1.873813145857248230e-01
1.499999999999999944e-01,8.090169943749474513e-01,-3.090169943749473402e-01
1.600000000000000033e-01,8.443279255020150753e-01,-4.257792915650727150e-01
1.700000000000000122e-01,8.763066800438636950e-01,-5.358267949789968787e-01
1.799999999999999933e-01,9.048270524660195768e-01,-6.374239897486897455e-01
1.900000000000000022e-01,9.297764858882513472e-01,-7.289686274214113304e-01
2.000000000000000111e-01,9.510565162951535312e-01,-8.090169943749473402e-01
2.099999999999999922e-01,9.685831611286310761e-01,-8.763066800438634729e-01
2.200000000000000011e-01,9.822872507286886101e-01,-9.297764858882513472e-01
2.300000000000000100e-01,9.921147013144778759e-01,-9.685831611286310761e-01
2.399999999999999911e-01,9.980267284282715590e-01,-9.921147013144777649e-01
2.500000000000000000e-01,1.000000000000000000e+00,-1.000000000000000000e+00
2.600000000000000089e-01,9.980267284282715590e-01,-9.921147013144778759e-01
2.700000000000000178e-01,9.921147013144777649e-01,-9.685831611286310761e-01
2.800000000000000266e-01,9.822872507286886101e-01,-9.297764858882512362e-01
